Departamento,Variable1,Variable2,pendiente,intercepto,pearson
 Cundinamarca,PorcentajeSi,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.117748338,0.480232969,-0.198441547
 Boyaca,PorcentajeSi,ActosTerroristas,-0.009499605,0.504102057,-0.183900611
 Arauca,PorcentajeSi,HectareasDeAmapola,0,0.509242857,0
 Cauca,PorcentajeNo,HectareasDeAmapola,-0.000415167,0.277804937,-0.068542432
 Guainia,PorcentajeNo,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.343409462,0.175315885,0.253940263
 Caldas,PorcentajeSi,ParticipacionPrimeraVuelta,0.086841147,0.34619776,0.061806454
 Quindio,Abstencion,AbandonoODespojoDeTierras,0,0.599116667,0
 Cesar,Abstencion,AbandonoODespojoDeTierras,-0.001614683,0.674319895,-0.112245228
 Choco,PorcentajeNo,HectareasDeCoca,0.000144688,0.171179641,0.109799286
 Choco,PorcentajeNo,AfectadoPorElConflictoPares2,0.016080122,0.144591743,0.161847845
 Casanare,PorcentajeSi,VinculacionNinosAdolescentes,0.128183265,0.254959381,0.604470174
 Cordoba,PorcentajeSi,CensoElectoral2016,-8.59E-07,0.701107692,-0.500709528
 Cauca,Abstencion,AbandonoODespojoDeTierras,-0.009654342,0.619107526,-0.026671093
 Caqueta,PorcentajeNo,VotosParaSenado2014,2.95E-06,0.492410329,0.186116871
 Amazonas,Abstencion,TotalPrimeraVuelta,-2.49E-07,0.738147743,-0.018168439
 Risaralda,PorcentajeSi,ParticipacionSegundaVuelta,-1.138668122,1.016268516,-0.398948387
 Amazonas,PorcentajeNo,IndiceRuralidad2014,-0.527278701,0.678081683,-0.893729021
 Choco,Abstencion,ParticipacionPrimeraVuelta,-0.328092021,0.770806638,-0.392143792
 Huila,PorcentajeNo,PorcentajeOscarIvanZuluagaSegundaVuelta,0.592375688,0.177305137,0.746993837
 Bogota  D.C.,PorcentajeNo,Amenaza,0.130702498,0.396068176,0
 Arauca,Abstencion,VotosParaSenado2014,-1.66E-06,0.677661868,-0.557805441
 Cesar,PorcentajeNo,ParticipacionPrimeraVuelta,0.715245149,0.200422672,0.355774023
 Caldas,PorcentajeSi,ActosTerroristas,-4.15E-05,0.385344893,-0.004381155
 Vaupes,PorcentajeSi,VotosParaSenado2014,-4.16E-05,0.881249658,-0.706104136
 Vaupes,PorcentajeSi,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.582507306,0.934058506,-0.779072404
 Huila,PorcentajeSi,Amenaza,0.002216083,0.341362605,0.30931589
 Cordoba,PorcentajeSi,Desplazamiento,1.27E-05,0.664004412,0.050136962
 Bolivar,Abstencion,AbandonoODespojoDeTierras,-0.001425704,0.723766414,-0.026321304
 La  Guajira,PorcentajeNo,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.72396866,0.204603711,0.645665198
 Casanare,PorcentajeNo,MinasAntipersonal,-0.036386641,0.690892113,-0.810564883
 Valle  del  Cauca,PorcentajeSi,AbandonoODespojoDeTierras,-0.004615744,0.474276403,-0.194722218
 Putumayo,PorcentajeSi,MinasAntipersonal,0.016957088,0.629577232,0.183933694
 Caldas,Abstencion,MinasAntipersonal,-0.001973015,0.636000986,-0.033309964
 Huila,PorcentajeNo,ParticipacionSegundaVuelta,0.925913652,0.148074615,0.624839416
 Sucre,PorcentajeNo,Desplazamiento,-2.19E-05,0.358991912,-0.204888207
 Huila,Abstencion,MinasAntipersonal,0.005396656,0.609428253,0.13201478
 Vaupes,Abstencion,ParticipacionSegundaVuelta,-0.4563515,0.876629065,-0.826136209
 Amazonas,PorcentajeNo,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.494323387,0.086852849,0.460832721
 Arauca,PorcentajeNo,AfectadoPorElConflictoPares2,0.11069,0.28519,0.483002067
 Huila,PorcentajeSi,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.316333699,0.534713479,-0.492517122
 Caldas,PorcentajeNo,Desplazamiento,-3.03E-05,0.621233618,-0.193798272
 Narino,PorcentajeSi,AfectadoPorElConflictoPares2,0.087481759,0.576866689,0.748254079
 Tolima,PorcentajeNo,Homicidio,-0.000322746,0.594250819,-0.141920158
 Meta,PorcentajeNo,AfectadoPorElConflictoPares2,-0.082767526,0.628468557,-0.57929516
 Sucre,Abstencion,Homicidio,-0.000136864,0.659895439,-0.104197986
 Atlantico,Abstencion,MinasAntipersonal,0,0.764604348,0
 Magdalena,Abstencion,VinculacionNinosAdolescentes,0.184821779,0.756865647,0.143938544
 Cundinamarca,PorcentajeNo,TotalPrimeraVuelta,2.83E-08,0.565738492,0.004006755
 Sucre,Abstencion,AbandonoODespojoDeTierras,-0.001306503,0.660289699,-0.258639005
 Sucre,Abstencion,ParticipacionSegundaVuelta,-0.675716941,1.025748458,-0.603468809
 Magdalena,PorcentajeSi,AfectadoPorElConflictoPares2,0,0.695533333,0
 Huila,PorcentajeSi,Desplazamiento,0.000190865,0.342324781,0.353762023
 Bogota  D.C.,PorcentajeNo,AbandonoODespojoDeTierras,0,0.4392,0
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeSi,PorcentajeOscarIvanZuluagaSegundaVuelta,19.27044025,-7.814657233,1
 Casanare,PorcentajeSi,Desplazamiento,0.000514076,0.240206301,0.56120158
 Tolima,Abstencion,HectareasDeAmapola,0.032398777,0.634952042,0.297198027
 La  Guajira,PorcentajeNo,TotalSegundaVuelta,1.92E-06,0.35128019,0.258814647
 Antioquia,Abstencion,VotosParaSenado2014,-5.48E-07,0.699897235,-0.257332862
 Norte  de  Santander,PorcentajeNo,VotosParaSenado2014,6.52E-07,0.574385053,0.100975878
 Huila,PorcentajeSi,VotosParaSenado2014,5.59E-07,0.369257106,0.081346224
 Casanare,PorcentajeNo,HectareasDeCoca,0,0.622389474,0
 Norte  de  Santander,PorcentajeSi,VotosParaSenado2014,-6.52E-07,0.425617662,-0.100978553
 Putumayo,Abstencion,Amenaza,0.001652216,0.59610153,0.768808466
 Cordoba,PorcentajeSi,Amenaza,0.000747266,0.658491989,0.195845775
 Vichada,Abstencion,HectareasDeCoca,0.000227333,0.6509,0.785399417
 Caldas,PorcentajeNo,ParticipacionPrimeraVuelta,-0.086841147,0.65380224,-0.061806454
 Sucre,Abstencion,Desplazamiento,-7.70E-08,0.656138147,-0.001396085
 Cundinamarca,PorcentajeSi,AfectadoPorElConflictoPares2,0.161145536,0.428504464,0.33954538
 Santander,PorcentajeSi,Homicidio,-0.002230173,0.515686396,-0.32689479
 Vichada,PorcentajeSi,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.848197294,0.905609368,-0.843080931
 Vaupes,PorcentajeNo,ParticipacionPrimeraVuelta,0.31212078,0.079734839,0.363249452
 Cesar,Abstencion,ActosTerroristas,-0.005844009,0.686067134,-0.462353195
 Valle  del  Cauca,PorcentajeNo,Homicidio,0.001527093,0.488640148,0.29203861
 Meta,Abstencion,ParticipacionPrimeraVuelta,-0.591240417,0.845598429,-0.833049718
 Sucre,PorcentajeSi,VotosParaSenado2014,-1.46E-06,0.673316929,-0.260233409
 Cundinamarca,PorcentajeNo,HectareasDeCoca,0,0.565938793,0
 Quindio,PorcentajeSi,AbandonoODespojoDeTierras,0,0.377791667,0
 Cordoba,Abstencion,ActosTerroristas,-0.00323783,0.68813792,-0.299317079
 Meta,PorcentajeNo,VinculacionNinosAdolescentes,-0.103494422,0.661717983,-0.686183898
 Meta,PorcentajeNo,PorcentajeOscarIvanZuluagaSegundaVuelta,0.892513777,0.014404235,0.778819021
 Narino,PorcentajeNo,TotalPrimeraVuelta,8.64E-07,0.315322068,0.096144726
 Santander,Abstencion,TotalPrimeraVuelta,-5.64E-07,0.611098945,-0.255279848
 Boyaca,Abstencion,VotosParaSenado2014,-3.73E-06,0.624665444,-0.26980868
 Valle  del  Cauca,PorcentajeNo,CensoElectoral2016,-7.46E-08,0.53685519,-0.220859217
 Guaviare,PorcentajeNo,Homicidio,-0.005271664,0.601551145,-0.374949683
 Cordoba,Abstencion,ParticipacionSegundaVuelta,-0.512838134,0.952395144,-0.575032356
 Meta,PorcentajeSi,HectareasDeAmapola,0,0.442882759,0
 Risaralda,PorcentajeNo,PorcentajeOscarIvanZuluagaSegundaVuelta,0.491015527,0.27168072,0.77899785
 Risaralda,PorcentajeNo,ActosTerroristas,-0.005860385,0.591556902,-0.7134576
 Guainia,Abstencion,TotalPrimeraVuelta,-1.87E-05,0.833935401,-0.229257982
 Amazonas,PorcentajeNo,AfectadoPorElConflictoPares2,0,0.193972727,0
 Valle  del  Cauca,Abstencion,IndiceRuralidad2014,0.048479189,0.630263056,0.311809064
 La  Guajira,PorcentajeNo,ActosTerroristas,-0.025893686,0.40846852,-0.47759349
 Guaviare,PorcentajeSi,AbandonoODespojoDeTierras,0,0.660925,0
 Boyaca,PorcentajeSi,IndiceRuralidad2014,0.053703193,0.46148864,0.097453901
 Quindio,PorcentajeNo,Homicidio,0.000210452,0.61779217,0.122686959
 La  Guajira,Abstencion,Secuestro,-0.013192532,0.753513514,-0.302573749
" Archipielago  de  San  Andres, Providencia y Santa Catalina",Abstencion,AbandonoODespojoDeTierras,0,0.7529,0
 Atlantico,Abstencion,Homicidio,-0.001709953,0.771828526,-0.08520814
 Huila,Abstencion,Amenaza,0.000193834,0.608798731,0.062762444
 Santander,Abstencion,CensoElectoral2016,-2.33E-07,0.611000768,-0.24476606
 Meta,PorcentajeSi,TotalPrimeraVuelta,-1.12E-06,0.454637598,-0.20171579
 Cundinamarca,Abstencion,Amenaza,0.001381599,0.581628539,0.256672813
 Choco,Abstencion,TotalPrimeraVuelta,-1.31E-06,0.679874824,-0.110103277
 Bolivar,PorcentajeSi,HectareasDeAmapola,0,0.665634783,0
 Bolivar,Abstencion,MinasAntipersonal,-0.053451309,0.744765537,-0.474975377
 Atlantico,Abstencion,Desplazamiento,-0.000319136,0.769404851,-0.130165094
 Guaviare,PorcentajeNo,HectareasDeAmapola,0,0.339075,0
 Caqueta,PorcentajeSi,PorcentajeOscarIvanZuluagaSegundaVuelta,-1.040073075,1.09569079,-0.862520643
 Antioquia,PorcentajeNo,AfectadoPorElConflictoPares2,-0.066063319,0.607620954,-0.475768499
 La  Guajira,PorcentajeSi,AfectadoPorElConflictoPares2,-0.058106897,0.661990805,-0.653875083
 Caldas,Abstencion,ParticipacionPrimeraVuelta,-0.716440376,0.957389259,-0.622529822
 Santander,PorcentajeSi,AfectadoPorElConflictoPares2,0.011592273,0.477360303,0.028620772
 Norte  de  Santander,PorcentajeSi,PorcentajeOscarIvanZuluagaSegundaVuelta,-0.836346633,0.84362251,-0.864354432
 Risaralda,PorcentajeNo,Secuestro,-0.065619697,0.616826754,-0.66008128
 Putumayo,PorcentajeNo,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.892212658,0.197364384,0.725058927
 Caqueta,PorcentajeSi,VinculacionNinosAdolescentes,0.126168793,0.351926463,0.514746294
 Narino,PorcentajeNo,Desplazamiento,-0.000319203,0.392127768,-0.630121785
 Caldas,PorcentajeNo,AbandonoODespojoDeTierras,-0.051632653,0.6157,-0.080664885
 Arauca,Abstencion,VinculacionNinosAdolescentes,-0.002941019,0.667679679,-0.071780692
 Amazonas,PorcentajeSi,ParticipacionPrimeraVuelta,-0.541574833,0.95417753,-0.51890888
 Tolima,Abstencion,IndiceRuralidad2014,0.062900651,0.604507839,0.401983191
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeNo,AfectadoPorElConflictoPares2,0,0.3347,0
 Casanare,Abstencion,ActosTerroristas,-0.001526752,0.514035024,-0.209487712
 Arauca,PorcentajeSi,AbandonoODespojoDeTierras,0,0.509242857,0
 Huila,Abstencion,IndiceRuralidad2014,0.045429265,0.586240268,0.235416033
 Guaviare,PorcentajeSi,TotalSegundaVuelta,-2.37E-05,0.788723213,-0.87565536
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeNo,ParticipacionPrimeraVuelta,-3.064,1.044016,-1
 Cundinamarca,PorcentajeNo,HectareasDeAmapola,0,0.565938793,0
 Bolivar,PorcentajeSi,PorcentajeOscarIvanZuluagaSegundaVuelta,-0.581917424,0.890396593,-0.639046479
 Narino,PorcentajeSi,AbandonoODespojoDeTierras,-0.005888336,0.683124388,-0.138106617
 Risaralda,Abstencion,ParticipacionPrimeraVuelta,-0.802633531,0.980815711,-0.760878723
 Valle  del  Cauca,PorcentajeSi,TotalPrimeraVuelta,2.14E-07,0.463164109,0.212732705
 La  Guajira,PorcentajeNo,Amenaza,-0.007591427,0.411402355,-0.497654452
 Sucre,PorcentajeSi,Amenaza,-0.001963541,0.677910397,-0.285661039
 Bolivar,PorcentajeSi,CensoElectoral2016,-1.97E-07,0.672076392,-0.176815414
 Norte  de  Santander,Abstencion,Desplazamiento,7.63E-05,0.609048522,0.496690162
 Guaviare,PorcentajeSi,Homicidio,0.005271664,0.398448855,0.374949683
 Meta,Abstencion,MinasAntipersonal,0.001132479,0.56967673,0.066055357
 Arauca,PorcentajeNo,HectareasDeAmapola,0,0.490757143,0
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeSi,AbandonoODespojoDeTierras,0,0.6653,0
 Risaralda,Abstencion,HectareasDeCoca,0,0.626842857,0
" Archipielago  de  San  Andres, Providencia y Santa Catalina",Abstencion,AfectadoPorElConflictoPares2,0,0.7529,0
 Vaupes,PorcentajeNo,Homicidio,0.011134128,0.116646451,0.699704077
 Boyaca,Abstencion,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.073232029,0.588342323,0.197272543
 Cauca,Abstencion,PorcentajeOscarIvanZuluagaSegundaVuelta,0.209457732,0.574917785,0.373154357
 Cauca,Abstencion,VinculacionNinosAdolescentes,0.007556341,0.615579667,0.064413861
 La  Guajira,PorcentajeSi,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.72396866,0.795396289,-0.645665198
 Valle  del  Cauca,Abstencion,TotalSegundaVuelta,-4.09E-08,0.650455793,-0.113326923
 Tolima,PorcentajeNo,TotalPrimeraVuelta,1.95E-07,0.581971368,0.056439273
 Arauca,PorcentajeSi,Secuestro,-0.045248867,0.63464686,-0.387207135
 Valle  del  Cauca,Abstencion,MinasAntipersonal,-0.025642852,0.651929319,-0.218251363
 Cesar,PorcentajeNo,Homicidio,-0.000375508,0.481417407,-0.088681333
 Antioquia,Abstencion,HectareasDeAmapola,0,0.6944296,0
 Guainia,Abstencion,ActosTerroristas,-0.108064926,0.838959926,-0.194467826
 Guainia,PorcentajeNo,VinculacionNinosAdolescentes,-0.155568582,0.314674183,-0.545178282
 Cesar,PorcentajeSi,AfectadoPorElConflictoPares2,-0.028286441,0.546079661,-0.175695075
 Vaupes,PorcentajeNo,ActosTerroristas,0.005130652,0.119736129,0.705967222
 Cundinamarca,PorcentajeNo,Desplazamiento,-0.000108003,0.577078374,-0.24466828
 Meta,PorcentajeSi,Desplazamiento,0.000164168,0.361819699,0.514933113
 Cauca,Abstencion,IndiceRuralidad2014,0.092486578,0.549686129,0.316956217
 Arauca,PorcentajeSi,IndiceRuralidad2014,0.698880228,0.240862866,0.766391757
 Cesar,PorcentajeSi,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.598842709,0.708471877,-0.430525444
 La  Guajira,PorcentajeSi,Homicidio,0.002173362,0.581470118,0.436282609
 Putumayo,Abstencion,ParticipacionPrimeraVuelta,-0.801788631,0.92405352,-0.921478837
 Vaupes,PorcentajeNo,IndiceRuralidad2014,-0.3223498,0.42227429,-0.862354705
 Putumayo,Abstencion,TotalPrimeraVuelta,4.43E-06,0.628882782,0.261910195
 Vichada,PorcentajeSi,Desplazamiento,0.00131254,0.187975465,0.911181449
 Guainia,PorcentajeNo,TotalSegundaVuelta,4.17E-05,0.203364556,0.501156093
 Narino,PorcentajeNo,PorcentajeOscarIvanZuluagaSegundaVuelta,0.603457361,0.128517232,0.836491818
 Cesar,Abstencion,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.095884784,0.644856954,0.12170867
 Tolima,PorcentajeNo,CensoElectoral2016,7.95E-08,0.581987078,0.050378733
 Meta,PorcentajeNo,ParticipacionPrimeraVuelta,1.126433251,0.037571268,0.675598408
 Vaupes,PorcentajeSi,Homicidio,-0.011134128,0.883353549,-0.699704077
 Choco,Abstencion,AbandonoODespojoDeTierras,0,0.676213333,0
 Cauca,Abstencion,Secuestro,0.016530469,0.601869534,0.28912788
 Quindio,Abstencion,AfectadoPorElConflictoPares2,0,0.599116667,0
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeNo,Desplazamiento,-0.24512,0.7526296,-1
 Santander,PorcentajeNo,AbandonoODespojoDeTierras,0.003521401,0.520794333,0.047932564
 Tolima,PorcentajeNo,AfectadoPorElConflictoPares2,-0.009078104,0.587032506,-0.065464039
 Cauca,PorcentajeNo,VotosParaSenado2014,3.17E-06,0.256568515,0.296640409
 Caldas,PorcentajeSi,MinasAntipersonal,0.027122257,0.375804519,0.375057461
 Amazonas,PorcentajeSi,AfectadoPorElConflictoPares2,0,0.806027273,0
 Antioquia,PorcentajeSi,Homicidio,0.000136992,0.41229483,0.048172471
 Cundinamarca,PorcentajeSi,IndiceRuralidad2014,0.031258207,0.414814154,0.080639061
 Risaralda,PorcentajeNo,TotalSegundaVuelta,-1.02E-07,0.569367818,-0.062331374
 Cundinamarca,PorcentajeNo,AfectadoPorElConflictoPares2,-0.161145536,0.571495536,-0.33954538
 Santander,PorcentajeNo,IndiceRuralidad2014,-0.115135216,0.596066315,-0.224793483
 Vaupes,Abstencion,HectareasDeAmapola,0,0.76515,0
 Vaupes,PorcentajeSi,MinasAntipersonal,-0.034940885,0.884265236,-0.556702565
 Valle  del  Cauca,PorcentajeNo,AfectadoPorElConflictoPares2,-0.065167091,0.550982671,-0.461883451
 Huila,PorcentajeSi,HectareasDeCoca,0,0.373172973,0
 Tolima,PorcentajeSi,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.364885819,0.576351316,-0.580139979
 Magdalena,PorcentajeSi,ParticipacionPrimeraVuelta,1.161585283,0.309290739,0.493542875
 Cordoba,PorcentajeSi,TotalPrimeraVuelta,-2.65E-06,0.703492776,-0.51549238
 Cauca,PorcentajeSi,Secuestro,-0.022741208,0.748000408,-0.258036589
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeSi,Secuestro,-30.64,0.8185,-1
 Guaviare,PorcentajeSi,AfectadoPorElConflictoPares2,0.1982775,0.0660925,0
 Casanare,Abstencion,TotalSegundaVuelta,7.61E-08,0.50686297,0.013918095
 Valle  del  Cauca,PorcentajeSi,VinculacionNinosAdolescentes,0.039530907,0.466326811,0.05224681
 Valle  del  Cauca,PorcentajeNo,VinculacionNinosAdolescentes,-0.039530907,0.533673189,-0.05224681
" Archipielago  de  San  Andres, Providencia y Santa Catalina",Abstencion,VotosParaSenado2014,1.29E-05,0.681659278,1
 Huila,Abstencion,Secuestro,0.03319477,0.601039499,0.255959308
 Tolima,Abstencion,TotalSegundaVuelta,-5.72E-07,0.644394876,-0.433179947
 Antioquia,Abstencion,HectareasDeCoca,0.000178714,0.690994613,0.196299083
 Tolima,PorcentajeSi,ParticipacionPrimeraVuelta,-0.68287551,0.686416957,-0.324540536
 Norte  de  Santander,PorcentajeSi,ParticipacionPrimeraVuelta,-1.239232576,0.88615,-0.582954993
 Risaralda,PorcentajeSi,HectareasDeCoca,0,0.433278571,0
 Tolima,PorcentajeSi,TotalSegundaVuelta,-1.75E-07,0.418107551,-0.054846056
 Cordoba,PorcentajeSi,AbandonoODespojoDeTierras,-0.003013749,0.671001622,-0.175543654
 Tolima,PorcentajeNo,ActosTerroristas,0.000210894,0.583124377,0.010897275
 La  Guajira,PorcentajeSi,ActosTerroristas,0.025893686,0.59153148,0.47759349
 Santander,PorcentajeSi,MinasAntipersonal,-0.075610416,0.493412216,-0.287427358
 Cauca,Abstencion,Amenaza,0.001121737,0.592009575,0.30034141
 Amazonas,Abstencion,IndiceRuralidad2014,-0.000331001,0.738131174,-0.001475344
 Narino,PorcentajeSi,ParticipacionPrimeraVuelta,-0.648415556,0.921691189,-0.371429044
 Amazonas,PorcentajeNo,ParticipacionPrimeraVuelta,0.541574833,0.04582247,0.51890888
 Guainia,PorcentajeNo,PorcentajeOscarIvanZuluagaSegundaVuelta,0.026000714,0.231081965,0.029206932
 Vaupes,Abstencion,ActosTerroristas,-0.000221525,0.766289747,-0.043198742
 Antioquia,PorcentajeNo,Amenaza,-0.00167575,0.618209823,-0.298823342
 Antioquia,PorcentajeNo,AbandonoODespojoDeTierras,-0.003948303,0.580569636,-0.074391025
 Atlantico,PorcentajeNo,TotalSegundaVuelta,4.44E-07,0.293931922,0.424672508
 Cauca,Abstencion,MinasAntipersonal,-0.005203904,0.622401189,-0.075494321
 Norte  de  Santander,PorcentajeSi,VinculacionNinosAdolescentes,0.179540098,0.384795916,0.354552312
 Caldas,PorcentajeNo,IndiceRuralidad2014,-0.023864837,0.626502783,-0.085544629
 Vichada,PorcentajeSi,VotosParaSenado2014,-3.49E-06,0.49301903,-0.028127401
 Cundinamarca,PorcentajeNo,Amenaza,-0.001179623,0.572909045,-0.168585105
 Casanare,PorcentajeSi,ParticipacionSegundaVuelta,-1.137831576,1.015814269,-0.293806351
 Caldas,Abstencion,TotalPrimeraVuelta,-8.84E-07,0.64719024,-0.541036667
 Choco,PorcentajeNo,TotalPrimeraVuelta,5.36E-06,0.16340597,0.216627959
 Valle  del  Cauca,PorcentajeSi,Desplazamiento,2.27E-05,0.466308123,0.03765149
 Norte  de  Santander,PorcentajeSi,IndiceRuralidad2014,0.218786469,0.288783945,0.301700093
 Boyaca,PorcentajeNo,TotalPrimeraVuelta,2.52E-08,0.502086554,0.001798056
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeSi,MinasAntipersonal,0,0.6653,0
 Casanare,PorcentajeNo,Homicidio,-0.005727151,0.869374373,-0.38461086
 Antioquia,PorcentajeNo,TotalSegundaVuelta,1.35E-07,0.57695673,0.068195601
 Putumayo,PorcentajeNo,ActosTerroristas,-0.015235008,0.444650345,-0.751487027
 Bolivar,Abstencion,Secuestro,-0.011714446,0.739869109,-0.296450446
 Cauca,PorcentajeSi,TotalSegundaVuelta,-1.99E-06,0.745140454,-0.308162824
 Caqueta,Abstencion,ParticipacionPrimeraVuelta,-0.389925523,0.833108114,-0.702996319
 Cesar,PorcentajeSi,PorcentajeOscarIvanZuluagaSegundaVuelta,-0.718796123,0.792560022,-0.624955343
 Cordoba,PorcentajeNo,TotalPrimeraVuelta,2.65E-06,0.296507224,0.51549238
 Guainia,PorcentajeNo,Desplazamiento,-0.000166358,0.262590724,-0.160401544
 Vichada,PorcentajeNo,HectareasDeAmapola,0,0.51815,0
 Magdalena,PorcentajeNo,AfectadoPorElConflictoPares2,0,0.304466667,0
 Guaviare,PorcentajeSi,Amenaza,0.011848333,0.370492733,0.584304608
 Caldas,PorcentajeNo,ActosTerroristas,4.15E-05,0.614655107,0.004381155
 Valle  del  Cauca,PorcentajeNo,TotalSegundaVuelta,-2.05E-07,0.537372048,-0.224915
 Guainia,PorcentajeSi,HectareasDeCoca,0.027214916,0.538166239,0.655819496
 Cundinamarca,PorcentajeNo,VotosParaSenado2014,1.88E-07,0.565080812,0.015131469
 Narino,PorcentajeSi,PorcentajeOscarIvanZuluagaSegundaVuelta,-0.603457361,0.871482768,-0.836491818
 Magdalena,PorcentajeNo,TotalPrimeraVuelta,2.59E-06,0.281099505,0.349078051
 Narino,PorcentajeSi,HectareasDeCoca,8.13E-06,0.675605006,0.123313519
 Bolivar,PorcentajeNo,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.500117397,0.168897028,0.535017539
" Archipielago  de  San  Andres, Providencia y Santa Catalina",Abstencion,PorcentajeOscarIvanZuluagaSegundaVuelta,-6.805031447,3.747454088,-1
 Guainia,Abstencion,AfectadoPorElConflictoPares2,0,0.820588889,0
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeNo,Homicidio,-0.494193548,0.660867742,-1
 Bogota  D.C.,Abstencion,PorcentajeOscarIvanZuluagaSegundaVuelta,0.192246591,0.455452714,0
 Atlantico,PorcentajeNo,Homicidio,0.002674285,0.296010423,0.078091661
 Cauca,PorcentajeNo,HectareasDeCoca,6.27E-07,0.275142142,0.003510033
 Atlantico,PorcentajeSi,HectareasDeCoca,0,0.692691304,0
 Putumayo,PorcentajeSi,TotalPrimeraVuelta,1.39E-06,0.643411569,0.044248262
 Arauca,Abstencion,MinasAntipersonal,-0.002908179,0.672363088,-0.324489752
 Cesar,PorcentajeSi,TotalSegundaVuelta,-6.59E-07,0.545746628,-0.148285208
 Sucre,PorcentajeNo,CensoElectoral2016,6.85E-07,0.328502569,0.259551429
 Cordoba,Abstencion,ParticipacionPrimeraVuelta,-0.483984889,0.860776725,-0.500957118
 Choco,PorcentajeSi,ParticipacionSegundaVuelta,-0.229412812,0.896055399,-0.213155639
 Risaralda,Abstencion,MinasAntipersonal,0.144554423,0.618272845,0.339352352
 Amazonas,PorcentajeSi,IndiceRuralidad2014,0.527278701,0.321918317,0.893729021
 Guainia,Abstencion,VotosParaSenado2014,-1.77E-05,0.833114084,-0.223695501
 Cordoba,PorcentajeSi,PorcentajeOscarIvanZuluagaSegundaVuelta,-0.579012354,0.84136099,-0.591117149
 Meta,Abstencion,ParticipacionSegundaVuelta,-0.704019083,0.933806886,-0.847622959
 Putumayo,PorcentajeSi,AbandonoODespojoDeTierras,0.052209291,0.632055818,0.426045191
 Tolima,PorcentajeSi,Secuestro,0.005764021,0.410981277,0.091280935
 Boyaca,PorcentajeSi,HectareasDeAmapola,0,0.497828455,0
 Sucre,PorcentajeSi,CensoElectoral2016,-6.85E-07,0.671497431,-0.259551429
 Caqueta,PorcentajeSi,VotosParaSenado2014,-2.95E-06,0.507589671,-0.186116871
 Cauca,Abstencion,ParticipacionSegundaVuelta,-0.700573066,0.960340104,-0.747248784
 Sucre,PorcentajeSi,IndiceRuralidad2014,0.050695604,0.629997983,0.103264464
 Atlantico,PorcentajeNo,ParticipacionPrimeraVuelta,-0.833373341,0.54878768,-0.56216324
 Magdalena,PorcentajeSi,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.737038935,0.880817551,-0.611999011
 Bolivar,PorcentajeNo,ParticipacionPrimeraVuelta,0.010966212,0.330872288,0.005076563
 Narino,PorcentajeNo,VinculacionNinosAdolescentes,-0.245696514,0.363958026,-0.515310139
 Vichada,Abstencion,TotalPrimeraVuelta,4.29E-05,0.561851907,0.669933058
 Arauca,PorcentajeNo,TotalSegundaVuelta,3.46E-06,0.452941006,0.213514461
 Putumayo,PorcentajeNo,IndiceRuralidad2014,-0.429011904,0.569736977,-0.659104285
 Norte  de  Santander,PorcentajeSi,ParticipacionSegundaVuelta,-0.794098749,0.794162844,-0.336941499
 Cauca,PorcentajeNo,Amenaza,-0.001201006,0.303939734,-0.208608621
 Choco,Abstencion,Homicidio,0.001135442,0.649715894,0.595351972
 Quindio,PorcentajeSi,AfectadoPorElConflictoPares2,0,0.377791667,0
 Choco,PorcentajeSi,PorcentajeOscarIvanZuluagaSegundaVuelta,-0.442536113,0.96752793,-0.663793418
 La  Guajira,PorcentajeNo,Homicidio,-0.002173362,0.418529882,-0.436282609
 Magdalena,Abstencion,TotalSegundaVuelta,-1.67E-07,0.763119049,-0.055695985
 Narino,Abstencion,TotalPrimeraVuelta,1.96E-08,0.620576563,0.004538481
 Vichada,Abstencion,TotalSegundaVuelta,3.86E-05,0.55496333,0.704540858
 Bogota  D.C.,PorcentajeNo,VotosParaSenado2014,3.25E-07,2.40E-13,0
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeSi,HectareasDeAmapola,0,0.6653,0
